image,tile,label,r,g,b,h,s,v
27,"(1, 3)",field,190.8415,167.2513,6.7119,26.1148,246.0385,190.95
27,"(1, 4)",forest,50.4157,62.848,24.2833,43.6853,150.7783,63.7279
27,"(2, 0)",lake,23.8175,89.644,158.2714,94.0153,228.511,170.2831
27,"(2, 1)",grassland,105.3263,117.088,49.9697,39.2402,186.8193,139.0772
27,"(2, 2)",home,129.6685,119.1362,97.8911,33.0977,70.4231,133.0123
27,"(2, 3)",field,188.0545,161.485,15.1604,25.8103,232.1722,188.0545
27,"(2, 4)",forest,63.1745,65.8583,32.5109,35.1149,142.8809,70.0587
27,"(3, 0)",grassland,106.7148,122.2189,28.7652,34.5314,201.3375,135.1271
27,"(3, 1)",grassland,105.8469,157.6336,33.6826,42.6716,200.8062,157.6746
27,"(3, 2)",field,188.4758,164.7982,19.4339,25.8906,228.1393,188.5508
27,"(3, 3)",field,165.8655,143.5608,20.9922,25.2867,220.1484,166.5786
27,"(3, 4)",forest,56.6891,64.2441,30.1063,42.1008,130.9627,67.3185
27,"(4, 0)",field,191.6001,167.8648,11.9361,25.9544,238.6893,192.1098
27,"(4, 1)",grassland,96.2092,150.1453,36.0248,43.8442,191.7993,150.5601
27,"(4, 2)",forest,65.8291,72.207,42.3842,39.1435,112.6216,74.8062
27,"(4, 3)",forest,57.2813,69.5398,36.2866,43.0581,119.4372,70.0183
27,"(4, 4)",forest,64.6628,73.5253,41.8873,45.3427,107.2362,76.3226
28,"(0, 0)",mine,77.923,64.9403,37.506,37.2402,106.5672,78.1704
28,"(0, 1)",mine,83.3626,70.5823,42.1793,34.6017,106.364,83.7887
28,"(0, 2)",field,198.4801,174.8855,16.6212,26.0093,232.8813,198.4809
28,"(0, 3)",field,184.5355,158.5446,26.1266,24.631,217.3559,184.5589
28,"(0, 4)",swamp,135.182,120.5472,78.9364,22.6206,108.8989,135.195
28,"(1, 0)",swamp,126.1603,110.0397,67.1896,21.9929,125.5732,126.186
28,"(1, 1)",swamp,118.4956,102.8795,60.9253,23.7581,134.5326,118.9327
28,"(1, 2)",grassland,109.5892,157.2396,27.2523,40.9473,212.6565,159.0166
28,"(1, 3)",grassland,108.8924,153.9181,28.1913,40.6219,209.1416,154.0457
28,"(1, 4)",forest,51.3792,65.6362,24.5221,42.4186,147.9333,66.117
28,"(2, 0)",swamp,125.0531,103.3527,53.1415,20.7332,151.05,125.0531
28,"(2, 1)",swamp,124.2636,114.1848,75.2455,24.4301,110.5904,124.3701
28,"(2, 2)",swamp,115.3105,103.3394,65.2072,23.8601,122.2343,116.0598
28,"(2, 3)",grassland,118.6522,156.7727,37.9732,39.1765,194.9303,158.6752
28,"(2, 4)",home,116.9743,128.3,117.1016,55.5297,70.009,137.0985
28,"(3, 0)",swamp,118.9491,101.3023,58.6694,23.5096,139.3712,119.4004
28,"(3, 1)",swamp,115.0762,100.1532,61.0067,22.8414,131.2595,115.4294
28,"(3, 2)",swamp,132.4423,125.674,100.9981,24.4151,66.2556,132.5599
28,"(3, 3)",grassland,102.9339,153.3234,44.6977,44.2421,181.7335,153.4753
28,"(3, 4)",grassland,105.0928,151.3855,40.4551,43.7544,191.2343,153.0449
28,"(4, 0)",field,194.8496,169.321,13.538,25.5339,236.7133,194.8496
28,"(4, 1)",field,195.9712,171.5334,16.7189,25.7501,233.121,195.9712
28,"(4, 2)",field,193.7912,169.9266,26.2704,25.6625,220.0196,193.7912
28,"(4, 3)",field,193.3643,170.95,23.2352,26.1769,224.6549,194.0987
28,"(4, 4)",field,171.7654,148.0574,26.3289,24.7006,214.8766,172.6576
29,"(0, 0)",field,188.4728,164.4997,22.6482,25.6052,223.3769,188.8926
29,"(0, 1)",field,174.1421,151.2978,21.708,25.5087,222.4688,174.7609
29,"(0, 2)",field,186.1376,166.5152,22.1126,28.8058,230.8503,190.9356
29,"(0, 3)",field,188.7735,165.7373,10.5625,26.3415,236.2008,188.9141
29,"(0, 4)",field,179.1617,154.8103,25.3549,24.8938,217.6862,179.1949
29,"(1, 0)",lake,65.5531,94.724,115.4317,74.1898,196.518,149.5285
29,"(1, 1)",lake,14.4206,86.0142,160.3075,100.3391,231.7575,163.8983
29,"(1, 2)",lake,13.3846,78.428,145.7824,100.2896,212.8668,146.8181
29,"(1, 3)",mine,67.8991,61.7462,42.1365,45.354,118.2954,77.8356
29,"(1, 4)",mine,60.969,54.5723,33.6681,34.4808,83.7419,61.1143
29,"(2, 0)",lake,49.7689,89.9791,121.3794,81.2163,212.1317,149.8576
29,"(2, 1)",forest,47.2588,63.6678,24.5493,45.1611,151.232,63.965
29,"(2, 2)",home,73.8318,78.6097,57.7468,43.3236,102.7311,82.3312
29,"(2, 3)",swamp,114.0206,103.1819,63.9939,25.8907,111.3728,114.074
29,"(2, 4)",mine,91.0041,75.0984,38.1071,29.5911,125.4183,91.2622
29,"(3, 0)",lake,20.96,98.4934,173.1881,97.3856,223.7475,178.9702
29,"(3, 1)",forest,53.416,70.0333,30.7985,45.5537,132.21,70.4978
29,"(3, 2)",forest,67.1102,75.586,35.5154,37.8709,143.287,78.6829
29,"(3, 3)",forest,50.1798,65.7256,22.857,42.3534,158.9894,66.2063
29,"(3, 4)",forest,77.6562,77.1164,35.5924,34.4466,148.7705,85.3995
29,"(4, 0)",unknown,172.1981,152.1987,110.1823,26.8815,111.5627,180.5388
29,"(4, 1)",unknown,159.2784,140.1528,91.2364,26.9141,129.6446,169.4422
29,"(4, 2)",lake,20.3857,99.3431,178.5908,99.3663,227.5858,183.0452
29,"(4, 3)",lake,58.1092,106.3602,123.6704,75.1861,210.7365,162.8407
29,"(4, 4)",grassland,111.9294,149.7424,35.6423,39.1509,197.1705,154.9676
30,"(0, 0)",forest,43.4272,54.6885,19.1326,43.8807,159.1332,57.4033
30,"(0, 1)",forest,44.185,59.5636,19.3823,45.8745,158.3398,60.2607
30,"(0, 2)",forest,42.133,56.2443,20.9722,46.152,148.9213,57.0375
30,"(0, 3)",forest,41.3381,55.3934,25.1517,48.2895,126.9926,55.5989
30,"(0, 4)",lake,8.2116,82.7768,164.2197,102.3967,239.6974,166.0858
30,"(1, 0)",forest,63.4009,66.6941,28.2333,35.2852,159.1329,71.4795
30,"(1, 1)",field,178.8492,157.8509,10.9814,26.9047,235.8681,179.5177
30,"(1, 2)",forest,60.5232,69.6761,34.5084,52.0474,138.0598,73.1011
30,"(1, 3)",forest,38.9274,54.8234,25.38,50.878,128.4438,54.9313
30,"(1, 4)",lake,3.2935,85.3152,172.2436,104.154,248.2893,173.0166
30,"(2, 0)",mine,67.386,58.991,33.0605,34.0858,96.13,67.812
30,"(2, 1)",field,179.0339,157.4978,13.9572,26.7762,228.5443,179.0752
30,"(2, 2)",home,88.9469,88.1293,43.3075,39.5199,145.6896,93.7888
30,"(2, 3)",forest,43.7633,56.5148,29.6757,51.4831,113.3993,56.7834
30,"(2, 4)",lake,43.1598,83.1418,118.6893,82.9253,207.0818,140.4461
30,"(3, 0)",field,189.7769,167.7449,21.6574,27.0884,227.3169,191.4024
30,"(3, 1)",field,192.9213,171.2023,15.0095,27.1616,235.4016,193.8561
30,"(3, 2)",forest,63.2364,70.0473,31.1736,38.2893,153.2214,74.1696
30,"(3, 3)",forest,42.4758,58.3927,25.6739,48.149,141.1272,59.8126
30,"(3, 4)",lake,40.8014,92.5486,136.4038,84.2034,220.9411,160.5507
30,"(4, 0)",lake,46.9886,87.0979,119.7481,81.1569,210.851,145.8677
30,"(4, 1)",lake,8.384,95.8004,178.5234,101.7334,240.0593,179.8257
30,"(4, 2)",lake,3.2111,94.7308,184.4724,104.8081,249.7242,184.4802
30,"(4, 3)",lake,4.1348,90.484,180.0992,104.6629,246.1356,180.2533
30,"(4, 4)",lake,9.2059,82.482,164.9369,103.6673,238.4823,166.5798
31,"(0, 0)",grassland,101.6189,143.1175,33.0661,41.2445,196.5821,147.782
31,"(0, 1)",grassland,93.3987,144.1287,34.5549,43.8697,191.9156,144.2061
31,"(0, 2)",field,179.7784,163.875,11.7024,27.7695,238.1332,184.2952
31,"(0, 3)",field,177.673,152.6475,10.721,25.5148,239.0504,177.6858
31,"(0, 4)",field,184.0211,158.9494,11.4374,25.6285,239.0994,184.0293
31,"(1, 0)",lake,24.4172,72.4205,126.1764,93.0271,227.678,138.7627
31,"(1, 1)",grassland,84.8327,104.7577,35.1645,40.5815,204.5452,119.9225
31,"(1, 2)",grassland,97.8835,103.4274,36.0733,37.4419,173.2809,118.8485
31,"(1, 3)",field,179.2714,158.2591,11.3575,29.0495,229.4706,179.6025
31,"(1, 4)",forest,49.674,62.4164,24.7341,43.7993,150.7508,63.1776
31,"(2, 0)",lake,27.4079,90.1558,148.3241,90.0889,225.4862,163.395
31,"(2, 1)",grassland,100.187,112.4897,47.6751,39.8872,190.6476,134.8181
31,"(2, 2)",home,80.6404,73.0471,42.0281,32.6019,131.6835,84.6303
31,"(2, 3)",field,173.7104,151.7493,19.0687,30.0255,215.6306,174.225
31,"(2, 4)",forest,62.7322,66.1623,32.314,35.7366,145.4262,69.8977
31,"(3, 0)",grassland,106.4489,123.4984,26.2358,34.1093,206.8638,135.9993
31,"(3, 1)",grassland,105.407,157.6634,34.244,42.6358,198.4976,157.7058
31,"(3, 2)",field,185.5833,162.8792,18.6197,26.3134,227.4258,185.8495
31,"(3, 3)",field,163.2478,141.7479,20.5072,25.5508,220.2421,164.1421
31,"(3, 4)",forest,56.5517,64.0857,28.2346,41.5829,135.796,67.3775
31,"(4, 0)",field,192.5898,168.8631,11.7343,25.9692,239.1467,192.6802
31,"(4, 1)",grassland,93.426,149.7384,33.6205,44.0413,196.6154,150.1642
31,"(4, 2)",forest,65.8075,72.5287,41.4946,39.4252,116.6938,75.1979
31,"(4, 3)",forest,56.7128,69.5141,36.43,43.1818,120.057,69.948
31,"(4, 4)",forest,64.8408,74.1227,41.27,45.2436,109.576,76.9556
32,"(0, 0)",mine,79.7405,66.2021,35.7373,31.593,113.2022,80.0343
32,"(0, 1)",mine,79.206,67.564,39.4552,32.5558,107.7632,79.6788
32,"(0, 2)",field,190.4103,168.3554,14.9255,26.2511,232.3343,190.5052
32,"(0, 3)",field,180.5776,155.9165,23.2126,24.8881,221.0003,180.6927
32,"(0, 4)",swamp,131.9206,118.3994,73.9932,23.4667,115.2693,131.9823
32,"(1, 0)",swamp,124.4745,107.3775,61.0675,22.1786,136.7621,124.519
32,"(1, 1)",swamp,117.1024,101.9516,58.0321,23.8985,139.3461,117.4998
32,"(1, 2)",grassland,107.7209,154.8522,26.5193,40.772,213.0399,156.8031
32,"(1, 3)",grassland,106.4144,152.2887,26.5954,40.9142,211.0299,152.3713
32,"(1, 4)",forest,50.1246,64.8601,22.8778,42.2859,154.4488,65.2645
32,"(2, 0)",swamp,123.6054,101.7704,49.0584,21.1506,157.8671,123.6069
32,"(2, 1)",swamp,122.9011,113.1986,71.6166,24.977,116.4077,123.0471
32,"(2, 2)",swamp,114.5191,102.355,62.017,23.845,128.3206,114.8478
32,"(2, 3)",grassland,114.5476,153.7875,34.2142,39.3802,199.9181,155.6065
32,"(2, 4)",home,74.3687,79.8464,65.7631,52.3998,71.9309,83.2778
32,"(3, 0)",swamp,118.7086,100.9477,55.2293,23.3398,145.8006,119.1151
32,"(3, 1)",swamp,113.8772,99.1253,57.9234,23.1351,136.6443,114.2157
32,"(3, 2)",swamp,131.7816,125.4899,97.3319,25.105,72.6811,132.3186
32,"(3, 3)",grassland,101.9339,152.6572,42.3566,43.9137,185.7134,152.7912
32,"(3, 4)",grassland,104.8032,149.013,36.6718,42.8271,196.4963,151.4458
32,"(4, 0)",field,194.3483,168.5916,11.6845,25.5385,239.3918,194.3483
32,"(4, 1)",field,194.5134,170.0602,14.9723,25.7635,235.3499,194.5134
32,"(4, 2)",field,193.4181,169.3904,25.2034,25.6523,221.5839,193.4188
32,"(4, 3)",field,193.0009,170.0604,21.5942,26.1132,226.7333,193.6468
32,"(4, 4)",field,169.4348,144.9622,24.694,24.5696,216.6169,170.4076
33,"(0, 0)",grassland,81.7069,80.7439,26.6663,30.5795,182.085,94.2528
33,"(0, 1)",field,150.2041,129.5643,4.6507,26.1154,246.5526,151.3198
33,"(0, 2)",lake,31.1065,58.381,99.8994,86.5324,205.6998,114.4549
33,"(0, 3)",lake,11.1104,58.9288,129.7659,101.1919,247.2045,137.9318
33,"(0, 4)",lake,34.6421,61.5548,97.1944,82.0466,206.5028,115.9547
33,"(1, 0)",field,154.525,131.4289,2.6022,25.3752,250.0782,154.5263
33,"(1, 1)",field,133.7842,112.2364,12.8727,24.077,225.2941,133.796
33,"(1, 2)",swamp,92.7113,85.317,61.7046,22.1197,85.2648,92.8561
33,"(1, 3)",field,151.5333,130.5548,7.4081,26.5127,237.0849,152.2931
33,"(1, 4)",forest,34.7393,42.9215,24.2079,50.4089,105.696,43.4693
33,"(2, 0)",lake,35.4533,59.3663,91.7795,81.6437,213.8624,114.0626
33,"(2, 1)",field,153.3082,133.0723,8.0663,26.1005,238.9977,153.6865
33,"(2, 2)",home,99.9269,100.1703,63.515,28.2587,96.6182,102.2669
33,"(2, 3)",forest,31.8852,42.042,19.7706,47.411,122.443,42.0725
33,"(2, 4)",forest,35.7271,42.3575,22.412,45.793,119.9488,44.7018
33,"(3, 0)",lake,30.8782,62.7517,111.1586,86.0331,218.5151,129.1699
33,"(3, 1)",forest,28.8384,38.4541,12.6801,44.9977,163.7334,39.6278
33,"(3, 2)",forest,33.5342,43.6064,15.2163,46.8067,150.5536,44.6691
33,"(3, 3)",forest,38.6998,46.9933,17.1501,43.8383,145.4554,48.2898
33,"(3, 4)",unknown,127.126,93.8725,42.1028,18.4977,171.3357,127.2061
33,"(4, 0)",lake,31.8075,63.4278,113.426,86.1585,220.977,132.4275
33,"(4, 1)",forest,28.3322,37.5091,13.7218,45.3072,163.2049,39.6372
33,"(4, 2)",field,164.4434,139.8518,3.2927,25.5968,248.8034,164.6058
33,"(4, 3)",field,170.2859,143.4748,4.0795,25.0854,248.8965,170.2859
33,"(4, 4)",unknown,129.9419,93.629,34.3948,18.4191,188.0742,129.9419
34,"(0, 0)",swamp,78.7153,70.3591,46.5679,23.2888,115.4098,78.7538
34,"(0, 1)",swamp,74.0568,59.6141,29.4737,20.1137,158.7524,74.057
34,"(0, 2)",home,91.2825,80.0751,73.8388,52.9596,54.1869,91.2984
34,"(0, 3)",grassland,57.5977,101.7949,13.2015,44.9097,219.5125,102.3928
34,"(0, 4)",grassland,69.7717,109.5315,20.6103,43.449,205.2521,110.0384
34,"(1, 0)",swamp,71.9002,61.8356,38.0543,24.7498,130.6662,72.2139
34,"(1, 1)",field,157.4941,133.5243,2.1597,25.2975,250.6167,157.4941
34,"(1, 2)",field,157.2415,133.6299,3.861,25.4184,248.6606,157.3266
34,"(1, 3)",grassland,68.225,106.0653,24.9836,44.7335,195.2809,106.2188
34,"(1, 4)",grassland,68.211,83.6909,20.5302,36.2486,196.1126,90.9712
34,"(2, 0)",swamp,80.327,71.5351,49.6288,21.7327,102.8071,80.3385
34,"(2, 1)",mine,49.8048,43.0794,26.8391,41.6246,92.8607,50.43
34,"(2, 2)",field,162.305,137.9433,2.4615,25.4413,251.0757,162.305
34,"(2, 3)",field,149.1013,124.1861,5.078,25.1815,244.5464,149.1627
34,"(2, 4)",field,159.8906,134.4017,3.2587,25.229,249.5881,160.131
34,"(3, 0)",swamp,77.3345,67.73,42.8588,25.2225,124.4538,77.8113
34,"(3, 1)",grassland,71.8064,111.7724,17.3732,43.6734,217.414,112.0291
34,"(3, 2)",field,158.2507,134.2834,8.2674,25.6965,238.6621,158.3671
34,"(3, 3)",forest,45.2113,48.9818,31.0559,44.2007,95.1138,51.0296
34,"(3, 4)",field,140.7811,116.5714,14.2453,23.6124,224.2756,140.785
34,"(4, 0)",forest,35.1463,43.3349,19.901,45.0536,131.5835,44.7417
34,"(4, 1)",grassland,75.123,108.4062,18.8649,41.7854,209.4489,108.5534
34,"(4, 2)",field,157.7872,133.9777,7.0713,25.525,237.6372,157.811
34,"(4, 3)",mine,43.9096,40.3879,31.7019,49.7611,66.1678,46.7319
34,"(4, 4)",lake,11.0508,57.2142,127.4657,101.4964,232.3852,131.5529
35,"(0, 0)",swamp,77.0656,68.3896,52.457,24.0305,84.3955,77.3527
35,"(0, 1)",field,160.2766,134.7318,9.8626,24.7891,238.4697,160.2766
35,"(0, 2)",forest,34.1254,40.5615,25.3995,57.906,89.194,41.7638
35,"(0, 3)",forest,31.5856,40.3188,26.4624,61.0016,90.4352,40.5973
35,"(0, 4)",forest,31.2637,40.5417,24.7172,58.661,93.3593,40.7565
35,"(1, 0)",swamp,96.2109,90.1299,78.2901,21.4522,50.282,96.2269
35,"(1, 1)",forest,47.0812,48.9039,32.7792,41.763,98.7048,51.3786
35,"(1, 2)",forest,31.1676,39.6875,19.9427,51.0526,112.7774,39.8327
35,"(1, 3)",lake,31.0916,56.6162,95.1861,84.436,217.23,114.1203
35,"(1, 4)",lake,3.3319,58.7652,146.6025,107.163,247.1173,147.1658
35,"(2, 0)",field,162.5845,135.2639,7.3039,24.4445,242.5143,162.5845
35,"(2, 1)",field,165.506,137.8006,2.4825,24.8638,251.0464,165.5102
35,"(2, 2)",home,84.6582,90.5572,85.8793,59.6442,77.0277,102.4834
35,"(2, 3)",lake,7.1607,54.9592,135.0218,105.2093,236.5262,136.1486
35,"(2, 4)",lake,2.2675,54.5219,145.1053,109.243,250.0914,145.1054
35,"(3, 0)",field,168.0841,141.2932,3.3579,24.8925,249.3308,168.0841
35,"(3, 1)",field,165.3339,137.9619,2.1614,25.04,250.0826,165.3346
35,"(3, 2)",field,140.3361,116.0638,14.6327,24.8967,223.8186,140.9694
35,"(3, 3)",lake,2.7307,60.9937,150.2851,106.1796,249.6794,151.1969
35,"(3, 4)",lake,2.0916,58.6441,150.7405,108.619,251.0276,150.7405
35,"(4, 0)",mine,64.2278,52.5146,30.8516,42.4726,112.3309,64.6378
35,"(4, 1)",mine,51.0592,41.5782,25.7915,52.3009,94.3992,51.4024
35,"(4, 2)",mine,50.0364,42.7675,24.3603,50.5659,81.3502,50.2716
35,"(4, 3)",mine,48.7904,41.8971,28.9814,51.2224,96.8871,52.7262
35,"(4, 4)",swamp,84.4275,75.7627,55.0096,24.9783,105.6305,87.0146
36,"(0, 0)",field,174.8558,144.0113,3.3369,24.3688,249.4794,174.8558
36,"(0, 1)",forest,53.4993,53.4581,22.9047,33.8575,156.6786,58.5279
36,"(0, 2)",forest,37.5363,46.9758,16.9419,41.5085,154.9022,47.7375
36,"(0, 3)",forest,35.4572,46.589,15.6342,43.3193,156.0558,46.8743
36,"(0, 4)",swamp,84.1901,72.4793,44.2139,22.9985,132.7586,84.7717
36,"(1, 0)",field,156.1603,125.9791,12.628,22.8937,231.6153,156.1925
36,"(1, 1)",field,174.6448,144.9973,4.1554,24.8992,248.4181,174.8019
36,"(1, 2)",forest,42.4531,50.8825,15.9115,41.9767,165.599,53.6389
36,"(1, 3)",home,91.8403,95.7878,77.1603,36.0072,63.8489,98.5188
36,"(1, 4)",grassland,91.8055,126.6891,22.5103,40.5768,209.8795,126.8472
36,"(2, 0)",grassland,93.4784,126.3818,18.7285,39.1228,218.6917,128.3852
36,"(2, 1)",field,157.7855,129.4037,12.6362,23.5443,232.1736,158.2827
36,"(2, 2)",forest,41.7865,51.5097,16.8324,40.7097,163.8206,52.5987
36,"(2, 3)",forest,50.2438,54.147,26.6691,37.9847,144.2324,57.0807
36,"(2, 4)",grassland,82.6217,126.4735,23.9592,42.7542,205.9005,126.4817
36,"(3, 0)",lake,12.3432,75.9079,156.5586,99.0394,241.5935,163.1448
36,"(3, 1)",forest,62.4077,61.5832,25.1638,34.5952,167.8841,69.8618
36,"(3, 2)",forest,52.9419,56.0307,24.6983,35.1978,160.5423,59.4214
36,"(3, 3)",grassland,86.0879,122.1917,20.4402,40.4846,212.9227,122.6872
36,"(3, 4)",grassland,85.6719,124.3275,24.851,42.027,201.6557,124.5492
36,"(4, 0)",lake,12.0172,73.3468,155.4028,101.7809,233.3193,158.1115
36,"(4, 1)",field,156.4961,131.4976,8.1875,27.3938,234.4459,158.0331
36,"(4, 2)",lake,15.2406,61.3229,127.7261,95.4469,226.5026,134.678
36,"(4, 3)",grassland,78.1305,82.6068,24.9577,33.0384,191.9254,95.1877
36,"(4, 4)",lake,14.1698,59.0169,126.9527,103.5724,223.4689,129.2556
37,"(0, 0)",grassland,81.9031,81.4298,27.3791,30.8148,178.169,93.497
37,"(0, 1)",field,152.3277,131.3118,3.9787,26.0637,247.6901,152.9807
37,"(0, 2)",lake,31.8095,58.3515,97.055,87.0154,199.4186,110.8282
37,"(0, 3)",lake,9.4996,56.9961,126.8582,102.515,244.6293,132.7167
37,"(0, 4)",lake,34.3028,61.1735,98.4612,85.6995,199.4537,114.5066
37,"(1, 0)",field,154.7595,131.4667,2.1061,25.4712,250.5118,154.7759
37,"(1, 1)",field,126.8461,108.6047,20.2813,30.114,213.7375,130.5125
37,"(1, 2)",swamp,83.7265,77.4348,56.7055,29.8449,98.9847,87.5145
37,"(1, 3)",field,153.6888,130.8482,5.2441,26.0335,242.3776,154.2206
37,"(1, 4)",forest,34.7,42.3451,22.5656,48.3973,110.2102,42.9732
37,"(2, 0)",lake,37.5312,59.5074,90.2663,81.407,208.5643,113.0849
37,"(2, 1)",field,141.163,122.6194,12.1754,31.1996,226.4584,143.6789
37,"(2, 2)",home,62.04,62.9823,34.3378,41.4649,144.9208,68.9809
37,"(2, 3)",forest,30.5678,40.2813,16.7174,45.1342,138.4694,40.2944
37,"(2, 4)",forest,32.7878,39.6379,16.4111,43.9895,142.5344,41.6547
37,"(3, 0)",lake,29.7008,61.6673,110.6217,88.0563,213.1921,126.3905
37,"(3, 1)",forest,28.1552,37.5933,11.6321,44.2036,165.1909,38.2416
37,"(3, 2)",forest,33.2365,43.5425,13.8519,45.5663,158.7057,44.437
37,"(3, 3)",forest,37.3182,45.8843,15.519,42.3324,155.56,46.9026
37,"(3, 4)",unknown,128.1348,92.0996,34.1077,18.7183,187.69,128.1367
37,"(4, 0)",lake,30.1358,62.3759,112.1664,87.5575,217.8205,129.131
37,"(4, 1)",forest,28.058,37.4397,11.543,44.1064,172.0138,38.6234
37,"(4, 2)",field,166.1825,140.2594,2.493,25.2509,250.7906,166.1926
37,"(4, 3)",field,170.1215,141.5884,2.5918,24.8242,251.1695,170.1215
37,"(4, 4)",unknown,128.317,90.2539,26.5151,18.7173,203.0695,128.317
38,"(0, 0)",swamp,78.9005,70.9323,45.7355,23.7261,116.5567,78.9442
38,"(0, 1)",swamp,73.8972,59.9768,26.5281,20.7455,166.3387,73.8972
38,"(0, 2)",home,70.2431,58.318,33.7459,35.3428,127.0045,71.9051
38,"(0, 3)",grassland,56.6708,97.0079,18.3589,47.6424,203.6478,97.1442
38,"(0, 4)",grassland,71.7857,111.7669,27.7851,44.4043,190.678,111.771
38,"(1, 0)",swamp,75.9046,65.0874,38.4126,23.7315,134.1783,76.1163
38,"(1, 1)",field,155.3885,131.3244,1.3147,25.4203,251.6768,155.4288
38,"(1, 2)",field,160.4945,134.6904,2.965,25.1369,250.2228,160.5571
38,"(1, 3)",grassland,76.6694,110.3532,28.2833,43.5635,188.9937,111.6686
38,"(1, 4)",grassland,75.6994,88.2852,25.458,35.0722,184.2977,95.6844
38,"(2, 0)",swamp,81.4163,72.0109,47.8272,21.9624,109.4835,81.424
38,"(2, 1)",mine,51.6138,46.3093,27.6949,35.5987,94.5285,53.25
38,"(2, 2)",field,163.3129,138.7674,2.8688,25.458,250.4833,163.3135
38,"(2, 3)",field,147.4542,124.1915,6.6264,25.7079,239.8539,147.8333
38,"(2, 4)",field,163.4834,137.535,4.6613,25.1048,247.5894,163.4859
38,"(3, 0)",swamp,77.1292,67.2636,39.4766,24.6677,133.5089,77.658
38,"(3, 1)",grassland,74.195,112.7172,17.2418,42.6339,217.3498,112.89
38,"(3, 2)",field,160.6597,136.1206,8.8241,25.4479,238.7603,160.7622
38,"(3, 3)",forest,45.9718,49.7505,32.47,43.046,89.9237,51.5692
38,"(3, 4)",field,141.4982,117.5941,17.9381,23.9738,217.3651,141.7921
38,"(4, 0)",forest,34.4683,41.8412,16.2865,43.0042,143.4774,43.3785
38,"(4, 1)",grassland,76.4173,107.4715,16.2756,39.7351,215.7429,107.858
38,"(4, 2)",field,158.5541,134.2038,6.3417,25.2658,241.7891,158.6065
38,"(4, 3)",mine,47.7731,43.2256,33.0008,49.1475,72.4762,50.3317
38,"(4, 4)",lake,9.9009,58.9409,131.4909,102.7255,226.5776,132.9921
39,"(0, 0)",swamp,77.3885,69.1122,52.5729,22.3097,84.6826,77.613
39,"(0, 1)",field,158.9683,134.5167,11.4831,24.9322,233.8066,159.0276
39,"(0, 2)",forest,39.2104,44.6155,23.4503,54.5886,99.6564,46.7402
39,"(0, 3)",forest,33.6733,42.9401,26.5474,56.7252,93.9902,43.1922
39,"(0, 4)",forest,32.4951,41.7561,22.9709,52.5161,103.0693,42.1657
39,"(1, 0)",swamp,98.5488,91.741,77.0739,21.6457,57.6816,98.5633
39,"(1, 1)",forest,49.3906,50.3885,32.0612,37.6206,112.387,53.5461
39,"(1, 2)",forest,30.9437,38.9727,23.6536,53.2955,118.6453,40.813
39,"(1, 3)",lake,34.1446,57.3937,90.9908,85.3466,201.1483,108.1857
39,"(1, 4)",lake,3.4367,58.8325,146.7206,106.8127,245.7791,147.3424
39,"(2, 0)",field,164.2454,137.2034,8.4885,24.4932,240.4133,164.2454
39,"(2, 1)",field,166.6239,138.8766,2.3649,24.8972,251.4345,166.6239
39,"(2, 2)",home,67.9439,65.0464,43.129,47.4236,106.4246,73.0086
39,"(2, 3)",lake,12.3318,54.1538,125.5072,104.5789,216.8295,126.7172
39,"(2, 4)",lake,1.8904,55.9115,147.4707,109.0766,250.9219,147.4707
39,"(3, 0)",field,169.8761,143.6917,3.3732,25.1216,249.15,169.8765
39,"(3, 1)",field,169.6437,142.0757,1.474,25.0215,252.4835,169.6437
39,"(3, 2)",field,142.8496,118.1519,13.8521,25.076,225.1472,143.5304
39,"(3, 3)",lake,10.0925,66.6722,147.3929,102.5085,248.2107,154.8382
39,"(3, 4)",lake,1.5993,60.8595,154.0305,108.3626,252.1414,154.0305
39,"(4, 0)",mine,71.6062,57.893,31.7505,34.556,123.6306,71.8502
39,"(4, 1)",mine,53.597,43.5589,25.9168,48.6436,98.0786,53.8154
39,"(4, 2)",mine,54.2649,46.2042,24.9184,52.2433,89.568,54.4316
39,"(4, 3)",mine,51.2928,44.3349,30.7725,46.8278,97.2342,55.7856
39,"(4, 4)",swamp,83.9283,76.2621,56.7702,26.4088,100.9589,87.4739
40,"(0, 0)",field,174.66,143.6982,3.9582,24.268,248.253,174.66
40,"(0, 1)",forest,56.1543,55.5466,23.3466,33.948,157.8642,61.1313
40,"(0, 2)",forest,39.9843,48.8774,17.7514,41.505,153.3725,50.1421
40,"(0, 3)",forest,37.9791,47.5281,18.9707,43.1287,145.1637,48.2379
40,"(0, 4)",swamp,89.0072,76.5352,48.9632,22.02,123.0235,89.2871
40,"(1, 0)",field,156.5077,126.4982,13.1763,22.9894,230.4402,156.5315
40,"(1, 1)",field,175.7745,146.3679,5.2569,25.012,246.8724,175.978
40,"(1, 2)",forest,42.2193,49.6394,17.2206,42.362,155.0814,52.3834
40,"(1, 3)",home,61.9157,64.7579,49.6546,42.9842,72.0978,66.7443
40,"(1, 4)",grassland,91.4885,124.6912,27.165,40.5039,200.4285,124.8801
40,"(2, 0)",grassland,93.354,124.3891,18.3179,38.6433,219.1474,127.0758
40,"(2, 1)",field,155.5235,128.9907,11.8788,24.0366,233.0469,156.5805
40,"(2, 2)",forest,41.0514,50.4116,15.9075,40.881,165.5277,51.6383
